api,http-method,description,functionName,functionParameters
/snippets/{username}/{encoded_id}/watch,GET,Used to check if the current user is watching a specific snippet.  Returns 204 (No Content) if the user is watching the snippet and 404 if not.  Hitting this endpoint anonymously always returns a 404.,snippetsUsernameEncodedIdWatchGet,username encodedId
/snippets/{username}/{encoded_id}/watch,PUT,Used to start watching a specific snippet. Returns 204 (No Content).,snippetsUsernameEncodedIdWatchPut,username encodedId
/snippets/{username}/{encoded_id}/watchers,GET,Returns a paginated list of all users watching a specific snippet.,snippetsUsernameEncodedIdWatchersGet,username encodedId
/snippets/{username},GET,Identical to &#x60;/snippets&#x60;, except that the result is further filtered by the snippet owner and only those that are owned by &#x60;{username}&#x60; are returned.,snippetsUsernameGet,username opts
/snippets/{username},POST,Identical to &#x60;/snippets&#x60;, except that the new snippet will be created under the account specified in the path parameter &#x60;{username}&#x60;.,snippetsUsernamePost,username body
/repositories/{username}/{repo_slug}/default-reviewers,GET,Returns the repository&#39;s default reviewers.  These are the users that are automatically added as reviewers on every new pull request that is created.,repositoriesUsernameRepoSlugDefaultReviewersGet,username repoSlug
/repositories/{username}/{repo_slug}/default-reviewers/{target_username},DELETE,Removes a default reviewer from the repository.,repositoriesUsernameRepoSlugDefaultReviewersTargetUsernameDelete,username targetUsername repoSlug
/repositories/{username}/{repo_slug}/default-reviewers/{target_username},GET,Returns the specified reviewer.  This can be used to test whether a user is among the repository&#39;s default reviewers list. A 404 indicates that that specified user is not a default reviewer.,repositoriesUsernameRepoSlugDefaultReviewersTargetUsernameGet,username targetUsername repoSlug
/repositories/{username}/{repo_slug}/default-reviewers/{target_username},PUT,Adds the specified user to the repository&#39;s list of default reviewers.  This method is idempotent. Adding a user a second time has no effect.,repositoriesUsernameRepoSlugDefaultReviewersTargetUsernamePut,username targetUsername repoSlug
/repositories/{username}/{repo_slug}/pullrequests/activity,GET,Returns a paginated list of the pull request&#39;s activity log.  This includes comments that were made by the reviewers, updates and approvals.,repositoriesUsernameRepoSlugPullrequestsActivityGet,username repoSlug
/repositories/{username}/{repo_slug}/pullrequests,GET,Returns a paginated list of all pull requests on the specified repository. By default only open pull requests are returned. This can be controlled using the &#x60;state&#x60; query parameter. To retrieve pull requests that are in one of multiple states, repeat the &#x60;state&#x60; parameter for each individual state.  This endpoint also supports filtering and sorting of the results. See [filtering and sorting](../../../../meta/filtering) for more details.,repositoriesUsernameRepoSlugPullrequestsGet,username repoSlug opts
/repositories/{username}/{repo_slug}/pullrequests,POST,Creates a new pull request.,repositoriesUsernameRepoSlugPullrequestsPost,username repoSlug opts
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/activity,GET,Returns a paginated list of the pull request&#39;s activity log.  This includes comments that were made by the reviewers, updates and approvals.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdActivityGet,username repoSlug pullRequestId
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/approve,DELETE,Redact the authenticated user&#39;s approval of the specified pull request.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdApproveDelete,username pullRequestId repoSlug
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/approve,POST,Approve the specified pull request as the authenticated user.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdApprovePost,username pullRequestId repoSlug
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/comments/{comment_id},GET,Returns a specific pull request comment.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdCommentsCommentIdGet,username pullRequestId commentId repoSlug
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/comments,GET,Returns a paginated list of the pull request&#39;s comments.  This includes both global, inline comments and replies.  The default sorting is oldest to newest and can be overridden with the &#x60;sort&#x60; query parameter.  This endpoint also supports filtering and sorting of the results. See [filtering and sorting](../../../../../../meta/filtering) for more details.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdCommentsGet,username pullRequestId repoSlug
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/commits,GET,Returns a paginated list of the pull request&#39;s commits.  These are the commits that are being merged into the destination branch when the pull requests gets accepted.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdCommitsGet,username pullRequestId repoSlug
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/decline,POST,Declines the pull request.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdDeclinePost,username pullRequestId repoSlug
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/diff,GET,,repositoriesUsernameRepoSlugPullrequestsPullRequestIdDiffGet,username pullRequestId repoSlug
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id},GET,Returns the specified pull request.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdGet,username repoSlug pullRequestId
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/merge,POST,Merges the pull request.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdMergePost,username pullRequestId repoSlug opts
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/patch,GET,,repositoriesUsernameRepoSlugPullrequestsPullRequestIdPatchGet,username pullRequestId repoSlug
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id},PUT,Mutates the specified pull request.  This can be used to change the pull request&#39;s branches or description.  Only open pull requests can be mutated.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdPut,username repoSlug pullRequestId opts
/repositories/{username}/{repo_slug}/pullrequests/{pull_request_id}/statuses,GET,Returns all statuses (e.g. build results) for the given pull request.,repositoriesUsernameRepoSlugPullrequestsPullRequestIdStatusesGet,username repoSlug pullRequestId
/repositories/{username}/{repo_slug}/downloads/{filename},DELETE,Deletes the specified download artifact from the repository.,repositoriesUsernameRepoSlugDownloadsFilenameDelete,username filename repoSlug
/repositories/{username}/{repo_slug}/downloads/{filename},GET,Return a redirect to the contents of a download artifact.  This endpoint returns the actual file contents and not the artifact&#39;s metadata.      $ curl -s -L https://api.bitbucket.org/2.0/repositories/evzijst/git-tests/downloads/hello.txt     Hello World,repositoriesUsernameRepoSlugDownloadsFilenameGet,username filename repoSlug
/repositories/{username}/{repo_slug}/downloads,GET,Returns a list of download links associated with the repository.,repositoriesUsernameRepoSlugDownloadsGet,username repoSlug
/repositories/{username}/{repo_slug}/downloads,POST,Upload new download artifacts.  To upload files, perform a &#x60;multipart/form-data&#x60; POST containing one or more &#x60;files&#x60; fields:      $ echo Hello World &gt; hello.txt     $ curl -s -u evzijst -X POST https://api.bitbucket.org/2.0/repositories/evzijst/git-tests/downloads -F files&#x3D;@hello.txt  When a file is uploaded with the same name as an existing artifact, then the existing file will be replaced.,repositoriesUsernameRepoSlugDownloadsPost,username repoSlug
/repositories/{username}/{repo_slug}/commit/{node}/approve,DELETE,Redact the authenticated user&#39;s approval of the specified commit.  This operation is only available to users that have explicit access to the repository. In contrast, just the fact that a repository is publicly accessible to users does not give them the ability to approve commits.,repositoriesUsernameRepoSlugCommitNodeApproveDelete,username repoSlug node
/repositories/{username}/{repo_slug}/commit/{node}/approve,POST,Approve the specified commit as the authenticated user.  This operation is only available to users that have explicit access to the repository. In contrast, just the fact that a repository is publicly accessible to users does not give them the ability to approve commits.,repositoriesUsernameRepoSlugCommitNodeApprovePost,username repoSlug node
/repositories/{username}/{repo_slug}/commit/{revision},GET,Returns the specified commit.,repositoriesUsernameRepoSlugCommitRevisionGet,username repoSlug revision
/repositories/{username}/{repo_slug}/commit/{sha}/comments/{comment_id},GET,Returns the specified commit comment.,repositoriesUsernameRepoSlugCommitShaCommentsCommentIdGet,username sha commentId repoSlug
/repositories/{username}/{repo_slug}/commit/{sha}/comments,GET,Returns the commit&#39;s comments.  This includes both global and inline comments.  The default sorting is oldest to newest and can be overridden with the &#x60;sort&#x60; query parameter.,repositoriesUsernameRepoSlugCommitShaCommentsGet,username sha repoSlug
/repositories/{username}/{repo_slug}/commits,GET,These are the repository&#39;s commits. They are paginated and returned in reverse chronological order, similar to the output of &#x60;git log&#x60; and &#x60;hg log&#x60;. Like these tools, the DAG can be filtered.  ## GET /repositories/{username}/{repo_slug}/commits/  Returns all commits in the repo in topological order (newest commit first). All branches and tags are included (similar to &#x60;git log --all&#x60; and &#x60;hg log&#x60;).  ## GET /repositories/{username}/{repo_slug}/commits/master  Returns all commits on rev &#x60;master&#x60; (similar to &#x60;git log master&#x60;, &#x60;hg log master&#x60;).  ## GET /repositories/{username}/{repo_slug}/commits/dev?exclude&#x3D;master  Returns all commits on ref &#x60;dev&#x60;, except those that are reachable on &#x60;master&#x60; (similar to &#x60;git log dev ^master&#x60;).  ## GET /repositories/{username}/{repo_slug}/commits/?exclude&#x3D;master  Returns all commits in the repo that are not on master (similar to &#x60;git log --all ^master&#x60;).  ## GET /repositories/{username}/{repo_slug}/commits/?include&#x3D;foo&amp;include&#x3D;bar&amp;exclude&#x3D;fu&amp;exclude&#x3D;fubar  Returns all commits that are on refs &#x60;foo&#x60; or &#x60;bar&#x60;, but not on &#x60;fu&#x60; or &#x60;fubar&#x60; (similar to &#x60;git log foo bar ^fu ^fubar&#x60;).  Because the response could include a very large number of commits, it is paginated. Follow the &#39;next&#39; link in the response to navigate to the next page of commits. As with other paginated resources, do not construct your own links.  When the include and exclude parameters are more than can fit in a query string, clients can use a &#x60;x-www-form-urlencoded&#x60; POST instead.,repositoriesUsernameRepoSlugCommitsGet,username repoSlug
/repositories/{username}/{repo_slug}/commits,POST,Identical to &#x60;GET /repositories/{username}/{repo_slug}/commits&#x60;, except that POST allows clients to place the include and exclude parameters in the request body to avoid URL length issues.  **Note that this resource does NOT support new commit creation.**,repositoriesUsernameRepoSlugCommitsPost,username repoSlug
/repositories/{username}/{repo_slug}/commits/{revision},GET,These are the repository&#39;s commits. They are paginated and returned in reverse chronological order, similar to the output of &#x60;git log&#x60; and &#x60;hg log&#x60;. Like these tools, the DAG can be filtered.  ## GET /repositories/{username}/{repo_slug}/commits/  Returns all commits in the repo in topological order (newest commit first). All branches and tags are included (similar to &#x60;git log --all&#x60; and &#x60;hg log&#x60;).  ## GET /repositories/{username}/{repo_slug}/commits/master  Returns all commits on rev &#x60;master&#x60; (similar to &#x60;git log master&#x60;, &#x60;hg log master&#x60;).  ## GET /repositories/{username}/{repo_slug}/commits/dev?exclude&#x3D;master  Returns all commits on ref &#x60;dev&#x60;, except those that are reachable on &#x60;master&#x60; (similar to &#x60;git log dev ^master&#x60;).  ## GET /repositories/{username}/{repo_slug}/commits/?exclude&#x3D;master  Returns all commits in the repo that are not on master (similar to &#x60;git log --all ^master&#x60;).  ## GET /repositories/{username}/{repo_slug}/commits/?include&#x3D;foo&amp;include&#x3D;bar&amp;exclude&#x3D;fu&amp;exclude&#x3D;fubar  Returns all commits that are on refs &#x60;foo&#x60; or &#x60;bar&#x60;, but not on &#x60;fu&#x60; or &#x60;fubar&#x60; (similar to &#x60;git log foo bar ^fu ^fubar&#x60;).  Because the response could include a very large number of commits, it is paginated. Follow the &#39;next&#39; link in the response to navigate to the next page of commits. As with other paginated resources, do not construct your own links.  When the include and exclude parameters are more than can fit in a query string, clients can use a &#x60;x-www-form-urlencoded&#x60; POST instead.,repositoriesUsernameRepoSlugCommitsRevisionGet,username revision repoSlug
/repositories/{username}/{repo_slug}/commits/{revision},POST,Identical to &#x60;GET /repositories/{username}/{repo_slug}/commits&#x60;, except that POST allows clients to place the include and exclude parameters in the request body to avoid URL length issues.  **Note that this resource does NOT support new commit creation.**,repositoriesUsernameRepoSlugCommitsRevisionPost,username revision repoSlug
/repositories/{username}/{repo_slug}/diff/{spec},GET,Produces a raw, git-style diff for either a single commit (diffed against its first parent), or a revspec of 2 commits (e.g. &#x60;3a8b42..9ff173&#x60; where the first commit represents the source and the second commit the destination).  In case of the latter (diffing a revspec), a 3-way diff, or merge diff, is computed. This shows the changes introduced by the left branch (&#x60;3a8b42&#x60; in our example) as compared againt the right branch (&#x60;9ff173&#x60;).  This is equivalent to merging the left branch into the right branch and then computing the diff of the merge commit against its first parent (the right branch). This follows the same behavior as pull requests that also show this style of 3-way, or merge diff.  While similar to patches, diffs:  * Don&#39;t have a commit header (username, commit message, etc) * Support the optional &#x60;path&#x3D;foo/bar.py&#x60; query param to filter   the diff to just that one file diff  The raw diff is returned as-is, in whatever encoding the files in the repository use. It is not decoded into unicode. As such, the content-type is &#x60;text/plain&#x60;.,repositoriesUsernameRepoSlugDiffSpecGet,username spec repoSlug opts
/repositories/{username}/{repo_slug}/patch/{spec},GET,Produces a raw patch for a single commit (diffed against its first parent), or a patch-series for a revspec of 2 commits (e.g. &#x60;3a8b42..9ff173&#x60; where the first commit represents the source and the second commit the destination).  In case of the latter (diffing a revspec), a patch series is returned for the commits on the source branch (&#x60;3a8b42&#x60; and its ancestors in our example). For Mercurial, a single patch is returned that combines the changes of all commits on the source branch.  While similar to diffs, patches:  * Have a commit header (username, commit message, etc) * Do not support the &#x60;path&#x3D;foo/bar.py&#x60; query parameter  The raw patch is returned as-is, in whatever encoding the files in the repository use. It is not decoded into unicode. As such, the content-type is &#x60;text/plain&#x60;.,repositoriesUsernameRepoSlugPatchSpecGet,username spec repoSlug
/hook_events,GET,Returns the webhook resource or subject types on which webhooks can be registered.  Each resource/subject type contains an &#x60;events&#x60; link that returns the paginated list of specific events each individual subject type can emit.  This endpoint is publicly accessible and does not require authentication or scopes.  Example:  &#x60;&#x60;&#x60; $ curl https://api.bitbucket.org/2.0/hook_events  {     \&quot;repository\&quot;: {         \&quot;links\&quot;: {             \&quot;events\&quot;: {                 \&quot;href\&quot;: \&quot;https://api.bitbucket.org/2.0/hook_events/repository\&quot;             }         }     },     \&quot;team\&quot;: {         \&quot;links\&quot;: {             \&quot;events\&quot;: {                 \&quot;href\&quot;: \&quot;https://api.bitbucket.org/2.0/hook_events/team\&quot;             }         }     },     \&quot;user\&quot;: {         \&quot;links\&quot;: {             \&quot;events\&quot;: {                 \&quot;href\&quot;: \&quot;https://api.bitbucket.org/2.0/hook_events/user\&quot;             }         }     } } &#x60;&#x60;&#x60;,hookEventsGet,
/hook_events/{subject_type},GET,Returns a paginated list of all valid webhook events for the specified entity.  This is public data that does not require any scopes or authentication.  Example:  NOTE: The following example is a truncated response object for the &#x60;team&#x60; &#x60;subject_type&#x60;. We return the same structure for the other &#x60;subject_type&#x60; objects.  &#x60;&#x60;&#x60; $ curl https://api.bitbucket.org/2.0/hook_events/team {     \&quot;page\&quot;: 1,     \&quot;pagelen\&quot;: 30,     \&quot;size\&quot;: 21,     \&quot;values\&quot;: [         {             \&quot;category\&quot;: \&quot;Repository\&quot;,             \&quot;description\&quot;: \&quot;Whenever a repository push occurs\&quot;,             \&quot;event\&quot;: \&quot;repo:push\&quot;,             \&quot;label\&quot;: \&quot;Push\&quot;         },         {             \&quot;category\&quot;: \&quot;Repository\&quot;,             \&quot;description\&quot;: \&quot;Whenever a repository fork occurs\&quot;,             \&quot;event\&quot;: \&quot;repo:fork\&quot;,             \&quot;label\&quot;: \&quot;Fork\&quot;         },         ...         {             \&quot;category\&quot;: \&quot;Repository\&quot;,             \&quot;description\&quot;: \&quot;Whenever a repository import occurs\&quot;,             \&quot;event\&quot;: \&quot;repo:imported\&quot;,             \&quot;label\&quot;: \&quot;Import\&quot;         }     ] } &#x60;&#x60;&#x60;,hookEventsSubjectTypeGet,subjectType
/repositories/{username}/{repo_slug}/hooks,GET,Returns a paginated list of webhooks installed on this repository.,repositoriesUsernameRepoSlugHooksGet,username repoSlug
/repositories/{username}/{repo_slug}/hooks,POST,Creates a new webhook on the specified repository.  Example:  &#x60;&#x60;&#x60; $ curl -X POST -u credentials -H &#39;Content-Type: application/json&#39;           https://api.bitbucket.org/2.0/repositories/username/slug/hooks           -d &#39;     {       \&quot;description\&quot;: \&quot;Webhook Description\&quot;,       \&quot;url\&quot;: \&quot;https://example.com/\&quot;,       \&quot;active\&quot;: true,       \&quot;events\&quot;: [         \&quot;repo:push\&quot;,         \&quot;issue:created\&quot;,         \&quot;issue:updated\&quot;       ]     }&#39; &#x60;&#x60;&#x60;  Note that this call requires the webhook scope, as well as any scope that applies to the events that the webhook subscribes to. In the example above that means: &#x60;webhook&#x60;, &#x60;repository&#x60; and &#x60;issue&#x60;.  Also note that the &#x60;url&#x60; must properly resolve and cannot be an internal, non-routed address.,repositoriesUsernameRepoSlugHooksPost,username repoSlug
/repositories/{username}/{repo_slug}/hooks/{uid},DELETE,Deletes the specified webhook subscription from the given repository.,repositoriesUsernameRepoSlugHooksUidDelete,username repoSlug uid
/repositories/{username}/{repo_slug}/hooks/{uid},GET,Returns the webhook with the specified id installed on the specified repository.,repositoriesUsernameRepoSlugHooksUidGet,username repoSlug uid
/repositories/{username}/{repo_slug}/hooks/{uid},PUT,Updates the specified webhook subscription.  The following properties can be mutated:  * &#x60;description&#x60; * &#x60;url&#x60; * &#x60;active&#x60; * &#x60;events&#x60;,repositoriesUsernameRepoSlugHooksUidPut,username repoSlug uid
/teams/{username}/hooks,GET,Returns a paginated list of webhooks installed on this team.,teamsUsernameHooksGet,username
/teams/{username}/hooks,POST,Creates a new webhook on the specified team.  Team webhooks are fired for events from all repositories belonging to that team account.  Note that only admins can install webhooks on teams.,teamsUsernameHooksPost,username
/teams/{username}/hooks/{uid},DELETE,Deletes the specified webhook subscription from the given team account.,teamsUsernameHooksUidDelete,username uid
/teams/{username}/hooks/{uid},GET,Returns the webhook with the specified id installed on the given team account.,teamsUsernameHooksUidGet,username uid
/teams/{username}/hooks/{uid},PUT,Updates the specified webhook subscription.  The following properties can be mutated:  * &#x60;description&#x60; * &#x60;url&#x60; * &#x60;active&#x60; * &#x60;events&#x60;,teamsUsernameHooksUidPut,username uid
/users/{username}/hooks,GET,Returns a paginated list of webhooks installed on this user account.,usersUsernameHooksGet,username
/users/{username}/hooks,POST,Creates a new webhook on the specified user account.  Account-level webhooks are fired for events from all repositories belonging to that account.  Note that one can only register webhooks on one&#39;s own account, not that of others.,usersUsernameHooksPost,username
/users/{username}/hooks/{uid},DELETE,Deletes the specified webhook subscription from the given user account.,usersUsernameHooksUidDelete,username uid
/users/{username}/hooks/{uid},GET,Returns the webhook with the specified id installed on the given user account.,usersUsernameHooksUidGet,username uid
/users/{username}/hooks/{uid},PUT,Updates the specified webhook subscription.  The following properties can be mutated:  * &#x60;description&#x60; * &#x60;url&#x60; * &#x60;active&#x60; * &#x60;events&#x60;,usersUsernameHooksUidPut,username uid
/teams/{owner}/projects/,GET,,teamsOwnerProjectsGet,owner
/teams/{owner}/projects/,POST,Creates a new project.  Note that the avatar has to be embedded as either a data-url or a URL to an external image as shown in the examples below:  &#x60;&#x60;&#x60; $ body&#x3D;$(cat &lt;&lt; EOF {     \&quot;name\&quot;: \&quot;Mars Project\&quot;,     \&quot;key\&quot;: \&quot;MARS\&quot;,     \&quot;description\&quot;: \&quot;Software for colonizing mars.\&quot;,     \&quot;links\&quot;: {         \&quot;avatar\&quot;: {             \&quot;href\&quot;: \&quot;data:image/gif;base64,R0lGODlhEAAQAMQAAORHHOVSKudfOulrSOp3WOyDZu6QdvCchPGolfO0o/...\&quot;         }     },     \&quot;is_private\&quot;: false } EOF ) $ curl -H \&quot;Content-Type: application/json\&quot; \\        -X POST \\        -d \&quot;$body\&quot; \\        https://api.bitbucket.org/2.0/teams/teams-in-space/projects/ | jq . {   // Serialized project document } &#x60;&#x60;&#x60;  or even:  &#x60;&#x60;&#x60; $ body&#x3D;$(cat &lt;&lt; EOF {     \&quot;name\&quot;: \&quot;Mars Project\&quot;,     \&quot;key\&quot;: \&quot;MARS\&quot;,     \&quot;description\&quot;: \&quot;Software for colonizing mars.\&quot;,     \&quot;links\&quot;: {         \&quot;avatar\&quot;: {             \&quot;href\&quot;: \&quot;http://i.imgur.com/72tRx4w.gif\&quot;         }     },     \&quot;is_private\&quot;: false } EOF ) $ curl -H \&quot;Content-Type: application/json\&quot; \\        -X POST \\        -d \&quot;$body\&quot; \\        https://api.bitbucket.org/2.0/teams/teams-in-space/projects/ | jq . {   // Serialized project document } &#x60;&#x60;&#x60;,teamsOwnerProjectsPost,owner body
/teams/{owner}/projects/{project_key},DELETE,,teamsOwnerProjectsProjectKeyDelete,owner projectKey
/teams/{owner}/projects/{project_key},GET,,teamsOwnerProjectsProjectKeyGet,owner projectKey
/teams/{owner}/projects/{project_key},PUT,Since this endpoint can be used to both update and to create a project, the request body depends on the intent.  ### Creation  See the POST documentation for the project collection for an example of the request body.  Note: The &#x60;key&#x60; should not be specified in the body of request (since it is already present in the URL). The &#x60;name&#x60; is required, everything else is optional.  ### Update  See the POST documentation for the project collection for an example of the request body.  Note: The key is not required in the body (since it is already in the URL). The key may be specified in the body, if the intent is to change the key itself. In such a scenario, the location of the project is changed and is returned in the &#x60;Location&#x60; header of the response.,teamsOwnerProjectsProjectKeyPut,owner projectKey body
/repositories/{username}/{repo_slug}/refs/branches,GET,,repositoriesUsernameRepoSlugRefsBranchesGet,username repoSlug
/repositories/{username}/{repo_slug}/refs/branches/{name},GET,,repositoriesUsernameRepoSlugRefsBranchesNameGet,username name repoSlug
/repositories/{username}/{repo_slug}/refs,GET,,repositoriesUsernameRepoSlugRefsGet,username repoSlug
/repositories/{username}/{repo_slug}/refs/tags,GET,,repositoriesUsernameRepoSlugRefsTagsGet,username repoSlug
/repositories/{username}/{repo_slug}/refs/tags/{name},GET,,repositoriesUsernameRepoSlugRefsTagsNameGet,username name repoSlug
/repositories/{username}/{repo_slug}/refs/tags,POST,Creates a new tag in the specified repository.  The payload of the POST should consist of a JSON document that contains the name of the tag and the target hash.  &#x60;&#x60;&#x60; {     \&quot;name\&quot; : \&quot;new tag name\&quot;,     \&quot;target\&quot; : {         \&quot;hash\&quot; : \&quot;target commit hash\&quot;,     } } &#x60;&#x60;&#x60;  This endpoint does support using short hash prefixes for the commit hash, but it may return a 400 response if the provided prefix is ambiguous. Using a full commit hash is the preferred approach.,repositoriesUsernameRepoSlugRefsTagsPost,username repoSlug body
